Ride_ID,Date,Time,City,Driver_ID,Ride_Type,Distance_km,Duration_min,Fare_INR,Payment_Mode,Ride_Status,Rating
O10276,29-04-2026,11:37,Kolkata,D1053,Prime,22.4,77,536.43,Cash,Completed,3
O10277,01-03-2026,17:22,Jaipur,D1027,Auto,1.5,10,61.34,UPI,Completed,3.6
O10278,18-04-2026,15:03,Mumbai,D1048,Auto,4.2,11,124.81,Wallet,Completed,4.4
O10279,22-01-2026,18:06,Mumbai,D1038,Bike,3.6,12,43.16,Card,Completed,3.3
O10280,22-03-2026,12:44,Pune,D1075,Auto,14.4,22,169.23,Cash,Completed,4.6
O10281,09-02-2026,03:10,Kolkata,D1027,Bike,10.4,15,130.71,Wallet,Cancelled,
O10282,20-03-2026,14:16,Delhi,D1042,Mini,6,17,169.85,UPI,Completed,3.1
O10283,24-01-2026,22:15,Pune,D1052,Bike,16.1,51,159.72,Wallet,Completed,3.3
O10284,23-05-2026,23:35,Bengaluru,D1029,Mini,14.7,58,226.19,UPI,Completed,4.7
O10285,20-02-2026,12:23,Delhi,D1057,Sedan,18.2,17,465.53,UPI,Completed,4.8
O10286,24-01-2026,10:07,Jaipur,D1088,Bike,2.9,11,90.72,Wallet,Completed,3.1
O10287,14-02-2026,11:13,Mumbai,D1083,Auto,9.5,36,125.4,Card,Completed,4.2
O10288,08-05-2026,13:56,Kolkata,D1068,Mini,4,14,97.61,UPI,Completed,4.8
O10289,11-06-2026,17:50,Jaipur,D1073,Bike,23.8,53,233.98,Card,Completed,3.7
O10290,10-04-2026,08:11,Jaipur,D1061,Auto,18.5,11,267.7,Card,Completed,3.1
O10291,30-05-2026,07:10,Delhi,D1098,Prime,20.2,42,480.96,UPI,Completed,4.5
O10292,28-05-2026,12:22,Mumbai,D1004,Prime,8.2,18,284.03,Card,Completed,4.8
O10293,26-05-2026,18:09,Bengaluru,D1029,Bike,17,19,180.33,Cash,Completed,3.5
O10294,15-05-2026,15:00,Pune,D1042,Sedan,7.2,12,267.85,Cash,Completed,4.6
O10295,06-01-2026,04:37,Mumbai,D1051,Mini,25.6,54,414.44,Cash,Completed,4.9
O10296,28-03-2026,09:20,Mumbai,D1084,Prime,22.4,63,538.63,Card,Cancelled,
O10297,14-02-2026,22:35,Pune,D1023,Prime,20.5,30,475.49,Cash,Completed,3.6
O10298,29-06-2026,18:25,Jaipur,D1043,Prime,18.7,36,461.38,Cash,Completed,4
O10299,02-03-2026,11:20,Mumbai,D1058,Mini,24.9,93,383.54,Cash,Cancelled,
O10300,09-03-2026,06:15,Delhi,D1054,Auto,8.8,11,158.43,UPI,Completed,3.9
O10301,16-04-2026,15:56,Chennai,D1098,Auto,17.1,14,249.02,UPI,Completed,4.2
O10302,11-02-2026,14:04,Jaipur,D1049,Auto,2.1,9,107.62,UPI,Completed,3.3
O10303,20-01-2026,17:57,Delhi,D1078,Auto,18.4,69,253.32,Wallet,Completed,4.3
O10304,10-02-2026,01:06,Pune,D1034,Prime,29.3,60,656.2,Card,Completed,4.5
O10305,18-03-2026,07:06,Jaipur,D1038,Bike,17.8,70,163.15,Wallet,Completed,3.9
O10306,21-02-2026,03:01,Bengaluru,D1061,Prime,19.7,18,467.75,Wallet,Completed,4.6
O10307,19-06-2026,08:05,Chennai,D1060,Prime,12.1,32,323.66,Card,Completed,3.5
O10308,27-02-2026,08:36,Jaipur,D1097,Prime,22.9,20,498.2,UPI,Completed,4.1
O10309,22-05-2026,01:53,Chennai,D1074,Sedan,13.4,42,416.09,UPI,Cancelled,
O10310,02-05-2026,09:05,Chennai,D1016,Mini,15.8,41,285.63,Wallet,Completed,4.2
O10311,14-02-2026,05:13,Bengaluru,D1081,Prime,2.7,8,197.78,UPI,Completed,5
O10312,02-06-2026,08:20,Delhi,D1002,Mini,12.6,33,229.84,Wallet,Completed,4
O10313,29-01-2026,13:09,Mumbai,D1037,Sedan,18.3,20,530.74,Card,Completed,3.2
O10314,16-04-2026,08:24,Kolkata,D1088,Sedan,18.9,12,490.05,Wallet,Completed,4.2
O10315,10-01-2026,12:56,Pune,D1003,Prime,2.9,11,196.66,Card,Cancelled,
O10316,19-03-2026,09:17,Kolkata,D1057,Mini,29.2,37,399.81,Card,Cancelled,
O10317,10-03-2026,23:26,Delhi,D1008,Prime,14.1,34,385.67,UPI,Completed,4.7
O10318,17-01-2026,09:45,Chennai,D1026,Prime,23.7,75,568.15,Cash,Completed,3.4
O10319,05-03-2026,01:29,Jaipur,D1016,Auto,21.6,43,261.78,Cash,Completed,3.8
O10320,03-03-2026,11:31,Kolkata,D1034,Prime,28.9,68,641.28,Cash,Completed,3.3
O10321,14-03-2026,00:24,Jaipur,D1035,Prime,25.8,35,604.4,Wallet,Completed,4.4
O10322,12-05-2026,00:55,Jaipur,D1078,Bike,27.5,90,242.12,Card,Completed,3.4
O10323,14-06-2026,08:27,Chennai,D1051,Auto,14.6,21,198.67,Cash,Completed,4.6
O10324,02-01-2026,16:42,Pune,D1036,Sedan,19.9,44,518.89,Card,Completed,3.1
O10325,12-03-2026,08:41,Hyderabad,D1077,Prime,5.8,15,247.38,Wallet,Completed,4.6
O10326,19-06-2026,10:43,Mumbai,D1005,Mini,20.2,45,300.56,UPI,Completed,3.8
O10327,29-03-2026,23:45,Bengaluru,D1022,Sedan,19.7,68,557.46,UPI,Completed,4
O10328,17-03-2026,03:30,Mumbai,D1043,Auto,22.2,79,295.4,Cash,Completed,4.4
O10329,26-02-2026,11:14,Hyderabad,D1016,Bike,24,50,228.02,Wallet,Completed,3.9
O10330,14-01-2026,20:37,Delhi,D1053,Bike,26.8,72,232.79,Cash,Completed,4.1
O10331,08-02-2026,04:12,Pune,D1011,Bike,29.6,66,256.83,Wallet,Completed,3.4
O10332,27-03-2026,20:11,Pune,D1021,Mini,1.6,9,73.86,Wallet,Completed,4.2
O10333,23-01-2026,04:39,Chennai,D1048,Bike,13,38,140.83,Cash,Completed,3.4
O10334,24-03-2026,16:12,Jaipur,D1014,Mini,19.4,39,288.64,Wallet,Completed,3.6
O10335,09-05-2026,18:19,Mumbai,D1068,Mini,25,46,406.39,Card,Completed,4
O10336,22-04-2026,21:08,Pune,D1052,Bike,11.7,20,115.14,Cash,Cancelled,
O10337,28-02-2026,07:46,Mumbai,D1005,Prime,22.4,83,518.52,Wallet,Completed,4.4
O10338,13-06-2026,08:49,Jaipur,D1015,Sedan,29.8,92,703.57,Wallet,Completed,3.1
O10339,24-04-2026,12:07,Hyderabad,D1085,Bike,21.5,34,230.66,Cash,Completed,3.6
O10340,19-06-2026,16:17,Mumbai,D1014,Bike,25.2,21,247.41,Wallet,Completed,3.6
O10341,20-02-2026,19:12,Hyderabad,D1064,Sedan,29.2,53,733.24,UPI,Completed,3.1
O10342,26-06-2026,15:21,Bengaluru,D1020,Mini,1.9,8,126.28,Cash,Completed,4.3
O10343,11-05-2026,02:46,Delhi,D1013,Auto,19.9,66,288.21,UPI,Completed,3.9
O10344,11-01-2026,09:23,Pune,D1002,Bike,22.5,20,249.59,UPI,Cancelled,
O10345,19-06-2026,20:10,Pune,D1044,Auto,27,87,308.78,UPI,Completed,3.7
O10346,30-01-2026,12:25,Kolkata,D1022,Auto,25.3,96,332.55,Cash,Completed,4.3
O10347,03-02-2026,22:46,Jaipur,D1079,Prime,4.5,17,194.79,Wallet,Completed,3.9
O10348,02-04-2026,19:01,Mumbai,D1084,Bike,27.7,22,293.73,Card,Completed,3.1
O10349,04-01-2026,22:55,Bengaluru,D1032,Auto,16.3,52,232.04,Wallet,Completed,4.3
O10350,30-03-2026,21:43,Chennai,D1021,Prime,25.4,79,599.64,Wallet,Completed,3
O10351,07-05-2026,05:04,Kolkata,D1052,Auto,8.4,16,107.52,UPI,Completed,4.3
O10352,21-01-2026,14:28,Kolkata,D1096,Mini,25.9,65,372.92,Cash,Cancelled,
O10353,27-01-2026,12:26,Jaipur,D1039,Sedan,17.1,60,448.36,UPI,Completed,4.2
O10354,17-06-2026,21:29,Pune,D1077,Auto,25,36,329.1,Wallet,Completed,4.5
O10355,18-06-2026,11:45,Kolkata,D1038,Mini,4.3,11,91.75,Card,Completed,4.3
O10356,29-06-2026,03:02,Mumbai,D1026,Bike,5.5,19,105.98,UPI,Completed,3.5
O10357,31-01-2026,12:13,Kolkata,D1087,Prime,21.9,21,527.2,Cash,Completed,4.3
O10358,26-04-2026,14:42,Mumbai,D1075,Bike,1.6,10,26.2,Wallet,Cancelled,
O10359,11-05-2026,05:44,Mumbai,D1065,Prime,4.5,18,203.04,Wallet,Cancelled,
O10360,18-04-2026,19:58,Bengaluru,D1053,Auto,12.8,29,215.93,Card,Completed,3.3
O10361,29-06-2026,17:55,Pune,D1087,Sedan,19.5,33,504.68,UPI,Completed,4.4
O10362,16-06-2026,05:32,Pune,D1054,Mini,23.2,79,352.03,Card,Completed,4.3
O10363,19-04-2026,00:33,Delhi,D1021,Mini,12.4,11,235.72,Card,Completed,4.5
O10364,24-06-2026,08:09,Jaipur,D1087,Auto,7.3,25,95.26,UPI,Completed,3.2
O10365,15-06-2026,17:24,Bengaluru,D1054,Sedan,23.9,44,626.51,Card,Completed,3.8
O10366,22-05-2026,01:00,Hyderabad,D1091,Prime,19.2,64,483.7,Card,Cancelled,
O10367,31-05-2026,17:47,Bengaluru,D1095,Prime,9.9,19,327.04,Cash,Completed,4.9
O10368,07-04-2026,01:27,Hyderabad,D1091,Sedan,9,13,320.88,UPI,Completed,3.7
O10369,11-01-2026,04:59,Pune,D1091,Sedan,2.9,10,192.34,Card,Completed,3.7
O10370,15-05-2026,07:11,Delhi,D1043,Sedan,6,20,226.44,Card,Completed,3.4
O10371,03-04-2026,09:13,Kolkata,D1083,Sedan,25,91,600.62,UPI,Completed,3.9
O10372,11-01-2026,21:56,Pune,D1067,Bike,27.6,22,257.81,Card,Completed,3.6
O10373,12-05-2026,16:28,Kolkata,D1099,Mini,9.9,20,181.22,Cash,Completed,3.2
O10374,10-06-2026,02:13,Bengaluru,D1100,Bike,25.3,34,250.04,Wallet,Completed,5
O10375,15-06-2026,02:47,Mumbai,D1033,Mini,14.6,29,217.85,Cash,Completed,3.4
O10376,28-05-2026,07:58,Hyderabad,D1016,Bike,12.6,48,139.11,Cash,Completed,3.8
O10377,14-06-2026,23:39,Delhi,D1088,Sedan,2.8,8,181.04,Card,Completed,3.6
O10378,05-06-2026,02:18,Kolkata,D1096,Bike,12.8,50,114.56,Wallet,Completed,3.4
O10379,20-05-2026,09:40,Mumbai,D1019,Auto,20.8,55,295.02,Cash,Completed,4.7
O10380,11-01-2026,00:36,Chennai,D1045,Sedan,17.1,13,463.33,UPI,Completed,4.8
O10381,16-04-2026,20:54,Mumbai,D1007,Prime,6.7,16,214.2,Wallet,Completed,4.6
O10382,15-06-2026,17:04,Hyderabad,D1017,Mini,8.6,14,193.99,UPI,Completed,3.7
O10383,26-01-2026,09:39,Delhi,D1020,Prime,10.6,36,293.78,Card,Completed,4.4
O10384,22-03-2026,13:10,Jaipur,D1047,Auto,8.5,15,154.85,UPI,Completed,3.6
O10385,23-06-2026,23:21,Kolkata,D1011,Bike,14.2,27,157.69,Card,Completed,4.3
O10386,05-02-2026,17:12,Hyderabad,D1075,Mini,22.2,10,365.87,Wallet,Completed,4.6
O10387,01-06-2026,06:58,Jaipur,D1029,Sedan,8.9,25,311.05,Card,Completed,3.7
O10388,04-02-2026,14:32,Delhi,D1079,Bike,11.9,8,151.59,UPI,Completed,4.6
O10389,12-05-2026,04:28,Mumbai,D1095,Prime,17.6,44,442.96,Wallet,Cancelled,
O10390,02-04-2026,01:14,Kolkata,D1047,Prime,3.3,10,155.78,Wallet,Completed,4
O10391,01-05-2026,14:56,Jaipur,D1082,Mini,29.4,49,400.03,Card,Cancelled,
O10392,09-03-2026,18:34,Mumbai,D1010,Bike,20.1,54,211.94,Card,Cancelled,
O10393,07-04-2026,07:33,Chennai,D1065,Auto,24.8,52,302.08,UPI,Completed,4.2
O10394,23-04-2026,05:14,Delhi,D1016,Sedan,19.8,35,506.52,UPI,Completed,4.2
O10395,17-04-2026,10:46,Delhi,D1003,Bike,20.7,69,190.35,UPI,Completed,4.7
O10396,12-01-2026,04:36,Mumbai,D1024,Prime,19.4,13,491.56,Wallet,Completed,3.3
O10397,03-06-2026,18:40,Jaipur,D1062,Auto,28.5,35,336.44,UPI,Cancelled,
O10398,26-02-2026,13:38,Mumbai,D1088,Sedan,24.9,31,641.62,Card,Completed,3.3
O10399,27-04-2026,19:37,Delhi,D1065,Prime,12.3,16,309,Wallet,Completed,4.7
O10400,08-02-2026,19:06,Mumbai,D1016,Bike,27.2,84,230.33,Cash,Completed,4
O10401,04-05-2026,21:08,Jaipur,D1062,Bike,16.4,31,202.44,Wallet,Completed,3.9
O10402,31-03-2026,18:51,Delhi,D1011,Bike,5.3,15,106.01,Card,Cancelled,
O10403,03-06-2026,17:26,Hyderabad,D1001,Prime,1.7,10,165.86,Wallet,Completed,3.2
O10404,17-06-2026,06:44,Pune,D1069,Bike,11.8,17,134.23,Wallet,Completed,3.5
O10405,25-05-2026,11:39,Hyderabad,D1072,Bike,23,60,232.65,Wallet,Completed,3.4
O10406,06-03-2026,09:36,Pune,D1021,Bike,22.5,23,242.35,Cash,Completed,4.4
O10407,24-02-2026,16:25,Pune,D1001,Sedan,19,14,491.25,Cash,Cancelled,
O10408,07-02-2026,15:59,Chennai,D1052,Mini,3.3,9,105.56,Card,Completed,4.4
O10409,02-06-2026,01:49,Mumbai,D1067,Bike,14,20,181.54,Card,Cancelled,
O10410,19-02-2026,01:50,Bengaluru,D1012,Sedan,6.3,9,251.18,Card,Completed,5
O10411,13-04-2026,11:42,Chennai,D1037,Bike,18.2,9,207.18,Card,Completed,3.2
O10412,30-03-2026,08:14,Bengaluru,D1072,Bike,28,81,234.33,Cash,Completed,4
O10413,09-05-2026,09:21,Delhi,D1049,Sedan,28.8,76,732.92,Wallet,Completed,4.4
O10414,04-03-2026,10:49,Kolkata,D1029,Bike,27.1,11,260.54,UPI,Completed,3.8
O10415,22-03-2026,13:22,Jaipur,D1071,Auto,8.6,10,133.93,UPI,Completed,3.7
O10416,02-05-2026,10:22,Bengaluru,D1064,Sedan,9.2,31,331.82,UPI,Cancelled,
O10417,02-03-2026,23:15,Hyderabad,D1016,Prime,8,15,282.54,Cash,Completed,4.6
O10418,23-06-2026,21:31,Jaipur,D1074,Sedan,28.8,69,701.98,Card,Completed,4.8
O10419,06-05-2026,05:48,Hyderabad,D1070,Bike,7.8,26,81.38,Cash,Completed,3.8
O10420,09-05-2026,11:25,Mumbai,D1087,Bike,29.3,97,280.67,UPI,Completed,3
O10421,08-04-2026,18:06,Pune,D1079,Auto,19,41,223.1,Card,Completed,3.5
O10422,04-04-2026,05:31,Chennai,D1074,Prime,13.4,31,346.76,UPI,Completed,3.9
O10423,28-05-2026,21:14,Delhi,D1095,Auto,24.4,79,294.26,UPI,Completed,3.3
O10424,02-05-2026,00:11,Chennai,D1063,Bike,5.3,21,96.55,Card,Completed,3.6
O10425,06-03-2026,17:54,Jaipur,D1081,Bike,4.3,10,48.6,Cash,Completed,4
O10426,26-04-2026,23:21,Hyderabad,D1016,Auto,11.8,43,203.23,Card,Completed,3
O10427,23-06-2026,19:12,Mumbai,D1049,Auto,11.6,40,170.12,Card,Completed,4.8
O10428,29-04-2026,20:09,Mumbai,D1021,Auto,13.5,47,195.01,Card,Completed,3.1
O10429,28-02-2026,10:20,Hyderabad,D1047,Auto,18.8,58,226.99,Wallet,Completed,4.7
O10430,16-04-2026,05:11,Jaipur,D1022,Prime,22.2,40,545.43,Wallet,Completed,3.2
O10431,27-01-2026,03:04,Kolkata,D1014,Sedan,3,11,196.68,Card,Cancelled,
O10432,08-06-2026,04:05,Chennai,D1022,Auto,8,31,119.89,Cash,Completed,3.3
O10433,09-01-2026,21:22,Pune,D1090,Bike,14.8,42,193.84,UPI,Completed,3.3
O10434,01-06-2026,19:29,Chennai,D1012,Sedan,19.7,76,515.68,Wallet,Completed,4.1
O10435,20-03-2026,11:26,Hyderabad,D1037,Prime,10.2,8,300.23,Wallet,Completed,3.3
O10436,17-05-2026,00:44,Kolkata,D1071,Bike,10,35,145.86,Card,Completed,4.6
O10437,18-02-2026,13:56,Chennai,D1034,Bike,8.6,30,130.4,Cash,Completed,3.8
O10438,19-04-2026,20:15,Hyderabad,D1024,Auto,20,76,276.62,UPI,Completed,4.7
O10439,16-03-2026,03:40,Kolkata,D1007,Sedan,14.4,52,431.59,Cash,Completed,3
O10440,17-02-2026,03:18,Hyderabad,D1044,Prime,21.9,9,490.5,Wallet,Completed,4
O10441,21-03-2026,15:23,Kolkata,D1061,Mini,10.9,17,174.72,UPI,Completed,3.1
O10442,19-02-2026,08:52,Chennai,D1032,Mini,5,20,150.03,Cash,Completed,4.9
O10443,20-02-2026,14:47,Delhi,D1042,Sedan,20.5,34,543.1,UPI,Completed,3.6
O10444,11-06-2026,23:02,Delhi,D1086,Auto,15.2,27,185.91,UPI,Cancelled,
O10445,29-01-2026,07:40,Chennai,D1006,Auto,1.9,9,79.93,Wallet,Completed,3.5
O10446,26-06-2026,19:09,Pune,D1098,Mini,8.6,23,149.6,Cash,Completed,4.9
O10447,16-01-2026,11:41,Mumbai,D1083,Sedan,24.1,24,616.15,Card,Completed,4.1
O10448,23-04-2026,23:12,Jaipur,D1072,Bike,11.7,16,121.15,Card,Completed,4.4
O10449,19-05-2026,22:31,Bengaluru,D1077,Sedan,6.8,19,258.66,UPI,Completed,4.7
O10450,18-01-2026,16:09,Kolkata,D1049,Auto,24.9,77,294.7,UPI,Completed,4.3
O10451,05-01-2026,19:54,Pune,D1050,Sedan,8.3,31,270.43,UPI,Cancelled,
O10452,15-05-2026,21:31,Mumbai,D1009,Sedan,9.6,21,336.86,Cash,Completed,4
O10453,03-02-2026,05:55,Jaipur,D1085,Prime,4.6,11,169.71,Wallet,Completed,4.7
O10454,15-05-2026,19:44,Hyderabad,D1084,Mini,11.9,46,233.05,Wallet,Completed,4.8
O10455,21-01-2026,14:51,Jaipur,D1008,Auto,17.4,68,256.33,Card,Completed,4.6
O10456,16-05-2026,01:46,Delhi,D1069,Auto,3.7,9,124.24,Wallet,Completed,4.5
O10457,18-02-2026,06:33,Bengaluru,D1099,Sedan,19.3,30,525.09,Card,Completed,4.5
O10458,22-06-2026,14:44,Chennai,D1069,Mini,6.3,13,154.1,Wallet,Completed,4.3
O10459,01-04-2026,10:35,Pune,D1073,Auto,13.3,48,183.14,UPI,Completed,4.2
O10460,07-04-2026,17:59,Hyderabad,D1037,Auto,28.9,65,376.19,Cash,Completed,3.1
O10461,13-05-2026,04:56,Hyderabad,D1089,Mini,10.1,22,176.24,Card,Completed,4.5
O10462,22-05-2026,16:35,Mumbai,D1032,Mini,2.6,9,82.13,UPI,Completed,4.8
O10463,07-03-2026,09:05,Chennai,D1063,Sedan,27.7,101,659.4,Cash,Completed,4
O10464,02-06-2026,20:19,Jaipur,D1056,Sedan,12.4,11,412.53,Wallet,Completed,4.8
O10465,31-01-2026,07:47,Jaipur,D1065,Bike,3,12,36.88,UPI,Completed,3.3
O10466,09-02-2026,01:43,Chennai,D1051,Bike,23,81,229.33,UPI,Completed,3.6
O10467,03-02-2026,10:05,Kolkata,D1100,Sedan,22.7,78,581.94,UPI,Completed,4
O10468,04-02-2026,15:35,Bengaluru,D1032,Bike,12.8,44,126.13,UPI,Completed,4.5
O10469,19-01-2026,08:49,Chennai,D1045,Auto,21,81,236.27,UPI,Completed,3.8
O10470,24-03-2026,11:38,Jaipur,D1057,Auto,6.3,19,126.14,UPI,Cancelled,
O10471,23-04-2026,01:59,Bengaluru,D1007,Prime,21,27,511.04,UPI,Completed,3.2
O10472,08-06-2026,04:55,Hyderabad,D1095,Mini,11.3,15,196.96,UPI,Completed,3.7
O10473,22-02-2026,17:33,Hyderabad,D1049,Sedan,15.3,54,475.46,Cash,Completed,4.3
O10474,07-03-2026,05:03,Hyderabad,D1009,Prime,24,87,530.99,Wallet,Completed,4.9
O10475,19-06-2026,08:42,Pune,D1066,Mini,2,10,91.06,Cash,Cancelled,
O10476,22-03-2026,15:55,Delhi,D1068,Prime,7.2,22,248.85,Card,Completed,3.1
O10477,27-03-2026,15:25,Mumbai,D1065,Mini,11.4,30,201.68,Card,Completed,5
O10478,16-01-2026,20:16,Chennai,D1018,Mini,28.4,43,396.59,Cash,Completed,3.8
O10479,08-04-2026,16:43,Bengaluru,D1058,Bike,8.4,12,107.05,UPI,Completed,4.2
O10480,22-02-2026,20:08,Bengaluru,D1099,Prime,10.3,41,329.07,UPI,Completed,4.8
O10481,17-06-2026,18:58,Mumbai,D1019,Auto,3.4,12,120.4,Cash,Completed,3.6
O10482,23-03-2026,13:26,Hyderabad,D1014,Bike,22.7,89,256.93,UPI,Completed,4.6
O10483,17-02-2026,00:48,Hyderabad,D1011,Sedan,17.7,22,495.75,Wallet,Completed,3.1
O10484,04-02-2026,16:54,Kolkata,D1005,Auto,6.7,20,121.4,Wallet,Completed,3.4
O10485,04-01-2026,08:26,Bengaluru,D1057,Prime,23.1,16,508.2,Wallet,Cancelled,
O10486,26-06-2026,10:55,Kolkata,D1051,Prime,13.7,10,369.16,Cash,Completed,4.4
O10487,14-05-2026,03:28,Kolkata,D1072,Mini,26.5,39,394.31,Wallet,Completed,4.5
O10488,13-05-2026,20:03,Bengaluru,D1038,Auto,14,27,214.16,Cash,Completed,3.3
O10489,26-06-2026,16:57,Mumbai,D1075,Bike,25.2,65,217.93,UPI,Completed,3.4
O10490,11-04-2026,13:20,Kolkata,D1059,Mini,6.6,26,181.96,Cash,Cancelled,
O10491,06-03-2026,10:44,Mumbai,D1094,Mini,4.1,15,133.59,UPI,Completed,4.4
O10492,07-04-2026,17:24,Jaipur,D1019,Prime,27.5,80,635.99,UPI,Completed,3.3
O10493,14-01-2026,13:19,Hyderabad,D1080,Bike,9.7,13,95.83,Card,Completed,3.4
O10494,04-01-2026,14:31,Kolkata,D1061,Sedan,24.5,85,651.79,Wallet,Completed,4.2
O10495,15-04-2026,14:05,Jaipur,D1007,Prime,26.6,43,602.18,UPI,Completed,4.7
O10496,07-02-2026,01:41,Pune,D1012,Mini,5.6,8,153.89,Cash,Completed,3.6
O10497,28-01-2026,13:11,Mumbai,D1005,Auto,18.9,30,276.64,Cash,Completed,3.7
O10498,18-03-2026,10:23,Chennai,D1036,Mini,23.1,78,321.74,Card,Completed,3.2
O10499,15-05-2026,13:33,Bengaluru,D1068,Prime,18.9,21,460.2,Cash,Cancelled,
O10500,04-05-2026,23:44,Hyderabad,D1017,Bike,18.9,48,179.38,Wallet,Completed,4.2
O10501,14-05-2026,23:40,Kolkata,D1016,Bike,24.5,86,222.29,Cash,Completed,3.4
O10502,30-04-2026,20:50,Delhi,D1082,Prime,24.3,61,546.38,UPI,Completed,4.1
O10503,03-01-2026,20:12,Hyderabad,D1015,Auto,24,47,281.02,Card,Completed,4.5
O10504,29-03-2026,12:46,Jaipur,D1005,Prime,7,18,270.56,UPI,Completed,3.9
O10505,04-05-2026,04:40,Kolkata,D1067,Sedan,27,67,694.88,Card,Completed,4.5
O10506,25-05-2026,23:43,Pune,D1046,Sedan,16.8,21,476.42,Cash,Completed,4.8
O10507,08-02-2026,08:53,Jaipur,D1024,Auto,29.5,88,352.4,Cash,Completed,4.2
O10508,20-03-2026,22:54,Pune,D1039,Mini,9.2,10,185.19,UPI,Completed,3.9
O10509,15-05-2026,09:11,Delhi,D1062,Auto,23.9,33,322.93,UPI,Completed,3
O10510,18-02-2026,10:59,Kolkata,D1067,Sedan,10.3,28,316.03,UPI,Completed,4.6
O10511,22-02-2026,23:02,Kolkata,D1077,Bike,21.8,74,192.51,Cash,Completed,3.1
O10512,27-03-2026,14:56,Jaipur,D1082,Mini,16.3,50,287.79,UPI,Completed,4.5
O10513,24-03-2026,06:12,Hyderabad,D1036,Auto,16.7,57,217.88,Cash,Completed,3.3
O10514,04-01-2026,19:35,Delhi,D1037,Prime,17,43,408.29,UPI,Completed,4.4
O10515,13-02-2026,02:19,Pune,D1007,Sedan,14.1,16,384.03,Cash,Cancelled,
O10516,09-04-2026,01:05,Chennai,D1046,Bike,6.6,26,106.86,Card,Completed,3.9
O10517,27-03-2026,06:45,Delhi,D1060,Bike,17.7,13,208.5,Cash,Cancelled,
O10518,27-04-2026,09:43,Kolkata,D1034,Bike,8.1,15,84.86,Card,Cancelled,
O10519,11-04-2026,05:44,Pune,D1022,Auto,14.4,9,168.58,Card,Completed,4
O10520,31-03-2026,19:36,Mumbai,D1069,Sedan,4.4,9,210.81,Wallet,Completed,4.6
O10521,13-04-2026,18:26,Bengaluru,D1089,Sedan,8.4,13,336.17,Wallet,Completed,3.7
O10522,22-04-2026,18:50,Pune,D1074,Sedan,21.3,30,572.38,Wallet,Completed,4.9
O10523,30-01-2026,18:38,Kolkata,D1077,Auto,17.3,60,224.17,Cash,Completed,3.8
O10524,25-06-2026,19:49,Chennai,D1075,Auto,15.6,50,180.3,Cash,Completed,3.3
O10525,07-02-2026,21:09,Kolkata,D1073,Sedan,9.8,36,309.7,Card,Completed,3.6
O10526,22-04-2026,22:58,Pune,D1071,Mini,18.1,59,316.53,Cash,Completed,3.1
O10527,01-01-2026,22:35,Pune,D1041,Mini,26,11,368.47,Wallet,Completed,3.8
O10528,14-04-2026,12:27,Bengaluru,D1054,Prime,15,20,388.88,UPI,Completed,3.7
O10529,15-03-2026,21:08,Mumbai,D1085,Mini,3.5,8,92.08,Wallet,Cancelled,
O10530,04-02-2026,02:08,Chennai,D1066,Bike,27,97,268.31,Wallet,Completed,3.4
O10531,22-05-2026,14:24,Pune,D1092,Prime,6.8,27,202.92,Card,Completed,4.5
O10532,16-04-2026,17:36,Pune,D1089,Mini,29.4,80,426.63,Cash,Completed,4.2
O10533,06-02-2026,23:46,Hyderabad,D1095,Bike,16.2,41,201.89,Cash,Completed,3.9
O10534,25-06-2026,20:34,Hyderabad,D1061,Sedan,3,10,197.45,Card,Completed,3.9
O10535,18-04-2026,11:51,Hyderabad,D1061,Auto,6.3,17,133.89,UPI,Completed,3.1
O10536,27-05-2026,01:42,Hyderabad,D1036,Sedan,2.3,9,151.78,Card,Completed,4.7
O10537,03-02-2026,19:17,Hyderabad,D1095,Auto,1.9,8,81.27,UPI,Cancelled,
O10538,18-06-2026,14:23,Mumbai,D1044,Auto,23.8,38,291.94,Cash,Completed,4.7
O10539,07-02-2026,19:59,Mumbai,D1082,Bike,23,60,247.93,UPI,Completed,3.9
O10540,23-02-2026,18:46,Pune,D1061,Mini,19.8,22,281.28,UPI,Completed,4
O10541,08-04-2026,21:45,Chennai,D1058,Bike,9,24,142.92,Wallet,Completed,4.9
O10542,23-06-2026,10:33,Jaipur,D1084,Mini,27.7,89,397.17,Card,Completed,4.2
O10543,27-03-2026,08:17,Delhi,D1087,Auto,20.1,58,253.28,UPI,Completed,3.5
O10544,14-05-2026,10:43,Mumbai,D1068,Auto,17.1,51,191.59,Cash,Completed,3.8
O10545,25-06-2026,14:22,Bengaluru,D1085,Auto,8.7,9,108.66,UPI,Completed,4.9
O10546,03-06-2026,20:07,Delhi,D1024,Mini,25.9,24,377.12,Cash,Completed,4.3
O10547,28-06-2026,05:16,Hyderabad,D1036,Bike,20.3,17,217.11,Wallet,Cancelled,
O10548,27-06-2026,21:49,Pune,D1008,Auto,6.1,10,100.41,Card,Completed,3.8
O10549,09-03-2026,05:28,Delhi,D1019,Bike,29.4,33,287.92,Wallet,Completed,4
O10550,25-02-2026,19:41,Delhi,D1100,Bike,21.9,21,187.64,Wallet,Completed,4.5
O10551,05-01-2026,15:09,Jaipur,D1001,Mini,20.4,42,295.41,Wallet,Completed,3.8
